CompoundID,Tags,Name,Formula,Superclass,Class,Subclass,KEGG ID
FT_239.08137_13.351_RPPOS,Potential ID (Low Confidence),methyl phenazine-1-carboxylate,C14H10N2O2,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,
FT_73.02835_1.277_RPPOS,Potential ID (Low Confidence),Methylglyoxal,C3H4O2,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,
FT_237.03923_7.481_RPPOS,Potential ID (Low Confidence),Methylspinazarin,C11H8O6,,,,
FT_377.26851_17.86_RPPOS,Potential ID (Low Confidence),"MG(0:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)",C23H36O4,Lipids and lipid-like molecules,Endocannabinoids,,
FT_403.28407_17.881_RPPOS,Potential ID (Low Confidence),"MG(0:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",C25H38O4,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,
FT_327.08618_15.227_RPPOS,Potential ID (Low Confidence),Millettocalyxin A,C18H14O6,Phenylpropanoids and polyketides,Flavonoids,O-methylated flavonoids,
FT_253.04932_18.456_RPPOS,Potential ID (Low Confidence),morindaparvin A,C15H8O4,Benzenoids,Anthracenes,Anthraquinones,
FT_186.07596_1.33_RPPOS,Potential ID (Low Confidence),MR566B,C8H11NO4,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,
FT_171.06625_3.586_HNEG,Potential ID (Low Confidence),Musacin F,C8 H12 O4,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,
FT_538.33731_15.205_RPPOS,Potential ID (Low Confidence),Mycinamicin XVIII,C29H47NO8,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_239.12891_1.13_HNEG,Potential ID (Low Confidence),Mycinonic acid III,C13 H20 O4,,,,
FT_411.38456_1.108_HNEG,Potential ID (Low Confidence),Mycolipanolic acid (C26),C26 H52 O3,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_320.13385_7.031_RPPOS,Potential ID (Low Confidence),Mycosporine hydroxyglutamicol,C13H21NO8,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_320.13389_6.739_RPPOS,Potential ID (Low Confidence),Mycosporine hydroxyglutamicol,C13H21NO8,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_202.10721_1.472_RPPOS,Potential ID (Low Confidence),N-(3-hydroxy-pentanoyl)-homoserine lactone,C9H15NO4,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_202.10725_8.097_RPPOS,Potential ID (Low Confidence),N-(3-hydroxy-pentanoyl)-homoserine lactone,C9H15NO4,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_242.13853_12.806_RPPOS,Potential ID (Low Confidence),N-(3-oxo-octanoyl)-homoserine lactone,C12H19NO4,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_263.1236_1.457_RPPOS,Potential ID (Low Confidence),N-(4-Amino-1-carboxybutyl)glutamic acid,C10H18N2O6,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_245.18582_11.472_RPPOS,Potential ID (Low Confidence),N-(6-Aminohexanoyl)-6-aminohexanoate,C12H24N2O3,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_288.15523_6.97_RPPOS,Potential ID (Low Confidence),N-Acetyl-ala-ala-ala-methylester,C12H21N3O5,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_288.15524_6.903_RPPOS,Potential ID (Low Confidence),N-Acetyl-ala-ala-ala-methylester,C12H21N3O5,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_288.15524_7.522_RPPOS,Potential ID (Low Confidence),N-Acetyl-ala-ala-ala-methylester,C12H21N3O5,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_221.11304_1.36_RPPOS,Potential ID (Low Confidence),N-Acetyl-beta-D-glucosaminylamine,C8H16N2O5,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_218.11335_1.249_RPPOS,Potential ID (Low Confidence),N-Acetyl-L-citrulline,C8H15N3O4,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_294.11813_6.012_RPPOS,Potential ID (Low Confidence),N-Acetylmuramate,C11H19NO8,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_348.28962_15.793_RPPOS,Potential ID (Low Confidence),N-arachidonoylethanolamine,C22H37NO2,Organic nitrogen compounds,Organonitrogen compounds,Amines,
FT_348.28963_15.366_RPPOS,Potential ID (Low Confidence),N-arachidonoylethanolamine,C22H37NO2,Organic nitrogen compounds,Organonitrogen compounds,Amines,
FT_287.1236_6.825_RPPOS,Potential ID (Low Confidence),"N,N'-bis[(S)-1-methoxycarbonylethyl]fumaric diamide",C12H18N2O6,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_204.0865_3.313_RPPOS,Potential ID (Low Confidence),N2-Acetyl-L-aminoadipate,C8H13NO5,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_291.0974_12.952_RPPOS,Potential ID (Low Confidence),N2-Malonyl-D-tryptophan,C14H14N2O5,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_205.11811_1.873_RPPOS,Potential ID (Low Confidence),N5-(L-1-Carboxyethyl)-L-ornithine,C8H16N2O4,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_205.11813_3.363_RPPOS,Potential ID (Low Confidence),N5-(L-1-Carboxyethyl)-L-ornithine,C8H16N2O4,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_173.16473_14.62_RPPOS,Potential ID (Low Confidence),N6_N6_N6-Trimethyl-L-lysine,C9H20N2O,,,,
FT_173.16473_14.863_RPPOS,Potential ID (Low Confidence),N6_N6_N6-Trimethyl-L-lysine,C9H20N2O,,,,
FT_547.32642_16.793_RPPOS,Potential ID (Low Confidence),Neocucurbitacin E,C31H46O8,,,,
FT_281.0807_15.224_RPPOS,Potential ID (Low Confidence),Neodunol,C17H12O4,Phenylpropanoids and polyketides,Isoflavonoids,Furanoisoflavonoids,
FT_281.0807_15.407_RPPOS,Potential ID (Low Confidence),Neodunol,C17H12O4,Phenylpropanoids and polyketides,Isoflavonoids,Furanoisoflavonoids,
FT_424.18108_5.694_RPPOS,Potential ID (Low Confidence),Neolinustatin,C17H29NO11,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_424.1811_6.118_RPPOS,Potential ID (Low Confidence),Neolinustatin,C17H29NO11,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_304.15014_6.257_RPPOS,Potential ID (Low Confidence),Nicotianamine,C12H21N3O6,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_304.15016_6.854_RPPOS,Potential ID (Low Confidence),Nicotianamine,C12H21N3O6,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_305.06537_11.786_RPPOS,Potential ID (Low Confidence),Nigrescin,C15H12O7,Phenylpropanoids and polyketides,Aurone flavonoids,Auronols,
FT_305.06543_10.993_RPPOS,Potential ID (Low Confidence),Nigrescin,C15H12O7,Phenylpropanoids and polyketides,Aurone flavonoids,Auronols,
FT_177.01929_1.252_HNEG,Potential ID (Low Confidence),Ninhydrin,C9 H6 O4,Benzenoids,Indanes,Indanones,
FT_299.2943_20.995_RPPOS,Potential ID (Low Confidence),Nonadecanoicacid,C19H38O2,,,,
FT_157.12219_16.931_RPPOS,Potential ID (Low Confidence),Nonane-4_6-dione,C9H16O2,,,,
FT_170.08104_3.438_RPPOS,Potential ID (Low Confidence),Norepinephrine(Noradrenaline),C8H11NO3,,,,
FT_187.10756_1.476_RPPOS,Potential ID (Low Confidence),Norepinephrine(Noradrenaline),C8H11NO3,,,,
FT_797.23841_1.082_HNEG,Potential ID (Low Confidence),Nostotrebin 6,C50 H38 O10,Phenylpropanoids and polyketides,Diarylheptanoids,Linear diarylheptanoids,
FT_383.1486_18.194_RPPOS,Not in Internal DB. MS/MS match only,NP-000801,C22H24O7,,,,
FT_197.11707_11.771_RPPOS,Not in Internal DB. MS/MS match only,NP-000919,C11H18O4,,,,
FT_197.11708_12.403_RPPOS,Not in Internal DB. MS/MS match only,NP-000919,C11H18O4,,,,
FT_270.2426_18.574_RPPOS,Not in Internal DB. MS/MS match only,NP-001596,C16H30O4,,,,
FT_309.20587_17.547_RPPOS,Not in Internal DB. MS/MS match only,NP-001596,C16H30O4,,,,
FT_309.20588_18.645_RPPOS,Not in Internal DB. MS/MS match only,NP-001596,C16H30O4,,,,
FT_309.20594_18.802_RPPOS,Not in Internal DB. MS/MS match only,NP-001596,C16H30O4,,,,
FT_221.0807_16.801_RPPOS,Not in Internal DB. MS/MS match only,NP-003024,C12H14O5,,,,
FT_223.13274_12.061_RPPOS,Not in Internal DB. MS/MS match only,NP-003117,C13H20O4,,,,
FT_341.1382_11.063_RPPOS,Not in Internal DB. MS/MS match only,NP-003433,C20H22O6,,,,
FT_315.04982_13.659_RPPOS,Not in Internal DB. MS/MS match only,NP-003469,C16H10O7,Benzenoids,Anthracenes,Anthracenecarboxylic acids and derivatives,
FT_487.34147_19.541_RPPOS,Not in Internal DB. MS/MS match only,NP-003535,C30H48O6,,,,
FT_487.34148_19.426_RPPOS,Not in Internal DB. MS/MS match only,NP-003535,C30H48O6,,,,
FT_527.33412_17.103_RPPOS,Not in Internal DB. MS/MS match only,NP-003535,C30H48O6,,,,
FT_503.33646_18.222_RPPOS,Not in Internal DB. MS/MS match only,NP-003964,C30H48O7,,,,
FT_503.33648_17.51_RPPOS,Not in Internal DB. MS/MS match only,NP-003964,C30H48O7,,,,
FT_503.3365_17.896_RPPOS,Not in Internal DB. MS/MS match only,NP-003964,C30H48O7,,,,
FT_503.33652_18.162_RPPOS,Not in Internal DB. MS/MS match only,NP-003964,C30H48O7,,,,
FT_503.33654_17.125_RPPOS,Not in Internal DB. MS/MS match only,NP-003964,C30H48O7,,,,
FT_503.33655_17.767_RPPOS,Not in Internal DB. MS/MS match only,NP-003964,C30H48O7,,,,
FT_503.33655_18.365_RPPOS,Not in Internal DB. MS/MS match only,NP-003964,C30H48O7,,,,
FT_503.33657_18.082_RPPOS,Not in Internal DB. MS/MS match only,NP-003964,C30H48O7,,,,
FT_297.07543_15.558_RPPOS,Not in Internal DB. MS/MS match only,NP-004020,C17H14O6,,,,
FT_259.16913_18.775_RPPOS,Not in Internal DB. MS/MS match only,NP-004713,C15H24O2,,,,
FT_299.09117_16.853_RPPOS,Not in Internal DB. MS/MS match only,NP-006105,C15H16O5,,,,
FT_299.09122_17.414_RPPOS,Not in Internal DB. MS/MS match only,NP-006105,C15H16O5,,,,
FT_197.0807_11.972_RPPOS,Not in Internal DB. MS/MS match only,NP-007491,C10H14O5,,,,
FT_249.07563_12.269_RPPOS,Not in Internal DB. MS/MS match only,NP-007866,C11H14O5,,,,
FT_207.13781_13.797_RPPOS,Not in Internal DB. MS/MS match only,NP-007909,C13H20O3,,,,
FT_207.13781_16.972_RPPOS,Not in Internal DB. MS/MS match only,NP-007909,C13H20O3,,,,
FT_246.16982_16.078_RPPOS,Not in Internal DB. MS/MS match only,NP-008952,C12H20O4,,,,
FT_337.2348_18.694_RPPOS,Not in Internal DB. MS/MS match only,NP-008993,C18H34O4,,,,
FT_329.10179_17.338_RPPOS,Not in Internal DB. MS/MS match only,NP-008998,C16H18O6,,,,
FT_219.17419_18.077_RPPOS,Not in Internal DB. MS/MS match only,NP-012616,C15H24O2,,,,
FT_348.12879_8.21_RPPOS,Not in Internal DB. MS/MS match only,NP-014517,C14H18O9,,,,
FT_257.11702_17.157_RPPOS,Not in Internal DB. MS/MS match only,NP-015090,C16H18O4,,,,
FT_265.17978_18.319_RPPOS,Not in Internal DB. MS/MS match only,NP-016386,C16H26O4,,,,
FT_255.12255_16.284_RPPOS,Not in Internal DB. MS/MS match only,NP-016495,C13H20O6,,,,
FT_283.0963_18.565_RPPOS,Not in Internal DB. MS/MS match only,NP-016721,C15H16O4,,,,
FT_283.09635_14.94_RPPOS,Not in Internal DB. MS/MS match only,NP-016721,C15H16O4,,,,
FT_409.23483_17.451_RPPOS,Not in Internal DB. MS/MS match only,NP-016839,C24H34O4,,,,
FT_367.11742_19.859_RPPOS,Not in Internal DB. MS/MS match only,NP-017735,C19H20O6,,,,
FT_249.14438_11.16_RPPOS,Not in Internal DB. MS/MS match only,NP-018534,C15H22O4,,,,
FT_195.06505_13.988_RPPOS,Not in Internal DB. MS/MS match only,NP-019360,C8H12O4,,,,
FT_177.05447_9.847_RPPOS,Not in Internal DB. MS/MS match only,NP-019988,C10H10O4,,,,
FT_177.05449_9.402_RPPOS,Not in Internal DB. MS/MS match only,NP-019988,C10H10O4,,,,
FT_177.0545_11.025_RPPOS,Not in Internal DB. MS/MS match only,NP-019988,C10H10O4,,,,
FT_177.0545_11.837_RPPOS,Not in Internal DB. MS/MS match only,NP-019988,C10H10O4,,,,
FT_177.0545_15.967_RPPOS,Not in Internal DB. MS/MS match only,NP-019988,C10H10O4,,,,
FT_177.05451_11.184_RPPOS,Not in Internal DB. MS/MS match only,NP-019988,C10H10O4,,,,
FT_177.05451_12.913_RPPOS,Not in Internal DB. MS/MS match only,NP-019988,C10H10O4,,,,
FT_177.05451_9.532_RPPOS,Not in Internal DB. MS/MS match only,NP-019988,C10H10O4,,,,
FT_177.05452_12.045_RPPOS,Not in Internal DB. MS/MS match only,NP-019988,C10H10O4,,,,
FT_177.05452_14.484_RPPOS,Not in Internal DB. MS/MS match only,NP-019988,C10H10O4,,,,
FT_334.11317_7.764_RPPOS,Not in Internal DB. MS/MS match only,NP-020139,C13H16O9,,,,
FT_195.10141_17.185_RPPOS,Not in Internal DB. MS/MS match only,NP-020205,C11H16O4,,,,
FT_195.10141_17.25_RPPOS,Not in Internal DB. MS/MS match only,NP-020205,C11H16O4,,,,
FT_195.10142_11.746_RPPOS,Not in Internal DB. MS/MS match only,NP-020205,C11H16O4,,,,
FT_195.10143_17.385_RPPOS,Not in Internal DB. MS/MS match only,NP-020205,C11H16O4,,,,
FT_195.10144_16.372_RPPOS,Not in Internal DB. MS/MS match only,NP-020205,C11H16O4,,,,
FT_195.10146_15.567_RPPOS,Not in Internal DB. MS/MS match only,NP-020205,C11H16O4,,,,
FT_259.13266_18.935_RPPOS,Not in Internal DB. MS/MS match only,NP-020632,C16H20O4,,,,
FT_259.13266_19.002_RPPOS,Not in Internal DB. MS/MS match only,NP-020632,C16H20O4,,,,
FT_259.13267_19.41_RPPOS,Not in Internal DB. MS/MS match only,NP-020632,C16H20O4,,,,
FT_259.13271_18.836_RPPOS,Not in Internal DB. MS/MS match only,NP-020632,C16H20O4,,,,
FT_259.13273_18.386_RPPOS,Not in Internal DB. MS/MS match only,NP-020632,C16H20O4,,,,
FT_627.38635_18.949_RPPOS,Not in Internal DB. MS/MS match only,NP-020856,C35H56O8,,,,
FT_249.11199_11.127_RPPOS,Not in Internal DB. MS/MS match only,NP-021018,C12H18O4,,,,
FT_239.10244_5.957_RPPOS,Potential ID (Low Confidence),γ-L-glutaminyl-4-hydroxybenzene,C11H14N2O4,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_239.10245_6.405_RPPOS,Potential ID (Low Confidence),γ-L-glutaminyl-4-hydroxybenzene,C11H14N2O4,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_98.98407_1.19_RPPOS,Potential ID (Low Confidence),Orthophosphate,H3O4P,Homogeneous non-metal compounds,Non-metal oxoanionic compounds,Non-metal phosphates,
FT_243.10266_1.173_HNEG,Potential ID (Low Confidence),Osthol,C15 H16 O3,Phenylpropanoids and polyketides,Coumarins and derivatives,,
FT_323.09126_19.558_RPPOS,Potential ID (Low Confidence),Ovalitenin C,C19H14O5,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids",Chalcones and dihydrochalcones,
FT_385.12802_15.687_RPPOS,Potential ID (Low Confidence),Oxyisocyclointegrin,C21H20O7,Organoheterocyclic compounds,Benzoxepines,,
FT_405.19048_12.79_RPPOS,Potential ID (Low Confidence),Ozanimod,C23H24N4O3,Organoheterocyclic compounds,Azoles,Oxadiazoles,
FT_107.08539_16.372_RPPOS,Potential ID (Low Confidence),p-Xylene,C8H10,Benzenoids,Benzene and substituted derivatives,Xylenes,
FT_351.08617_13.518_RPPOS,Potential ID (Low Confidence),Palmarumycin C12,C20H14O6,Benzenoids,Tetralins,,
FT_254.24765_19.027_RPPOS,Potential ID (Low Confidence),Palmitoleamide,C16H31NO,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,
FT_298.27384_19.649_RPPOS,Potential ID (Low Confidence),Palmitoleoyl-EA,C18H35NO2,Organic nitrogen compounds,Organonitrogen compounds,Amines,
FT_298.27386_19.321_RPPOS,Potential ID (Low Confidence),Palmitoleoyl-EA,C18H35NO2,Organic nitrogen compounds,Organonitrogen compounds,Amines,
FT_279.13712_5.934_RPPOS,Potential ID (Low Confidence),Pantetheine,C11H22N2O4S,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_279.13713_5.774_RPPOS,Potential ID (Low Confidence),Pantetheine,C11H22N2O4S,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_279.13715_5.669_RPPOS,Potential ID (Low Confidence),Pantetheine,C11H22N2O4S,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_279.13727_7.928_RPPOS,Potential ID (Low Confidence),Pantetheine,C11H22N2O4S,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_279.13733_8.018_RPPOS,Potential ID (Low Confidence),Pantetheine,C11H22N2O4S,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_379.32042_19.05_RPPOS,Potential ID (Low Confidence),Pantheric Acid B,C24H42O3,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_379.32047_18.859_RPPOS,Potential ID (Low Confidence),Pantheric Acid B,C24H42O3,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_263.12769_16.417_RPPOS,Potential ID (Low Confidence),Parthenin,C15H18O4,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,
FT_309.06037_13.879_RPPOS,Potential ID (Low Confidence),Penialidin A,C14H12O8,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,
FT_307.10215_1.467_RPPOS,Potential ID (Low Confidence),Penicitriketo,C12H18O9,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_261.14902_1.489_RPPOS,Potential ID (Low Confidence),Pestaloficiol V,C16H20O3,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,
FT_261.14905_1.836_RPPOS,Potential ID (Low Confidence),Pestaloficiol V,C16H20O3,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,
FT_367.28406_17.913_RPPOS,Potential ID (Low Confidence),Pestalpolyol E,C22H38O4,,,,
FT_717.47086_1.67_HNEG,Potential ID (Low Confidence),"PG(12:0/20:2(11Z,14Z))",C38 H71 O10 P,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoglycerols,
FT_428.30035_20.392_RPPOS,Potential ID (Low Confidence),PGF2alpha-dihydroxypropanylamine,C23H41NO6,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,
FT_121.06458_9.133_RPPOS,Potential ID (Low Confidence),Phenylacetaldehyde,C8H8O,Benzenoids,Benzene and substituted derivatives,Phenylacetaldehydes,
FT_245.08067_14.647_RPPOS,Potential ID (Low Confidence),Piceatannol,C14H12O4,Phenylpropanoids and polyketides,Stilbenes,,
FT_377.10184_14.13_RPPOS,Potential ID (Low Confidence),Pinobanksin 3-benzoate,C22H16O6,,,,
FT_377.10185_14.513_RPPOS,Potential ID (Low Confidence),Pinobanksin 3-benzoate,C22H16O6,,,,
FT_330.10961_13.811_RPPOS,Potential ID (Low Confidence),Pirolate,C16H15N3O5,Organoheterocyclic compounds,Quinolines and derivatives,,
FT_200.07048_13.022_RPPOS,Potential ID (Low Confidence),pnb,C12H9NO2,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,
FT_342.20622_20.201_RPPOS,Potential ID (Low Confidence),Propafenone,C21H27NO3,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids",,
FT_313.12155_7.331_RPPOS,Potential ID (Low Confidence),PS-6,C14H20N2O4S,Organoheterocyclic compounds,Lactams,Beta lactams,
FT_273.07563_14.907_RPPOS,Potential ID (Low Confidence),Pseudosindorin,C15H12O5,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids",Chalcones and dihydrochalcones,
FT_164.05657_6.312_RPPOS,Potential ID (Low Confidence),Pterin,C6H5N5O,Organoheterocyclic compounds,Pteridines and derivatives,Pterins and derivatives,
FT_293.11708_14.123_RPPOS,Potential ID (Low Confidence),Purpuritenin B,C19H16O3,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids",Chalcones and dihydrochalcones,
FT_207.0949_16.065_RPPOS,Potential ID (Low Confidence),Pyrantel,C11H14N2S,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,
FT_554.27453_17.208_RPPOS,Potential ID (Low Confidence),Pyripyropene N,C31H39NO8,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,
FT_554.27457_17.534_RPPOS,Potential ID (Low Confidence),Pyripyropene N,C31H39NO8,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,
FT_351.26807_20.072_RPPOS,Potential ID (Low Confidence),Quiannulatene,C25H34O,,,,
FT_350.23246_18.644_RPPOS,Potential ID (Low Confidence),Reutericyclin,C20H31NO4,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,
FT_221.15469_1.203_HNEG,Potential ID (Low Confidence),rishitin,C14 H22 O2,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,
FT_365.10189_15.068_RPPOS,Potential ID (Low Confidence),Robustone,C21H16O6,Phenylpropanoids and polyketides,Isoflavonoids,Isoflavans,
FT_375.14363_15.811_RPPOS,Potential ID (Low Confidence),Rubone,C20H22O7,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids",Chalcones and dihydrochalcones,
FT_277.13923_1.198_RPPOS,Potential ID (Low Confidence),Saccharopine,C11H20N2O6,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_405.09671_16.17_RPPOS,Potential ID (Low Confidence),Saliniquinone A,C23H16O7,Benzenoids,Anthracenes,Anthraquinones,
FT_414.26521_1.169_HNEG,Potential ID (Low Confidence),Salmeterol,C25 H37 N O4,Benzenoids,Benzene and substituted derivatives,Benzyl alcohols,
FT_180.1018_15.61_RPPOS,Potential ID (Low Confidence),Salsolinol,C10H13NO2,Organoheterocyclic compounds,Tetrahydroisoquinolines,,
FT_345.11207_14.424_RPPOS,Potential ID (Low Confidence),Sanaganone,C22H16O4,Phenylpropanoids and polyketides,Flavonoids,Flavones,
FT_709.22755_19.444_RPPOS,Potential ID (Low Confidence),sanggenon C,C40H36O12,Phenylpropanoids and polyketides,Diarylheptanoids,Linear diarylheptanoids,
FT_269.09194_15.908_RPPOS,Potential ID (Low Confidence),Saphenic acid,C15H12N2O3,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,
FT_276.10759_6.012_RPPOS,Potential ID (Low Confidence),Sarmentosin,C11H17NO7,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,
FT_276.10761_7.26_RPPOS,Potential ID (Low Confidence),Sarmentosin,C11H17NO7,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,
FT_349.25834_16.206_RPPOS,Potential ID (Low Confidence),Sativic acid,C18H36O6,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_307.1076_12.732_RPPOS,Potential ID (Low Confidence),Sclerominol,C18H14N2O3,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_276.07733_2.934_HNEG,Potential ID (Low Confidence),Sclerotigenin,C16 H11 N3 O2,Organoheterocyclic compounds,Pyrimidodiazepines,,
FT_509.27557_1.413_HNEG,Potential ID (Low Confidence),Simplicilliumtide B,C28 H38 N4 O5,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_435.10722_16.246_RPPOS,Potential ID (Low Confidence),Sinaticin,C24H18O8,"Lignans, neolignans and related compounds",Flavonolignans,,
FT_516.2403_1.05_HNEG,Potential ID (Low Confidence),SMTP-13,C28 H39 N O6 S,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_548.28648_17.224_RPPOS,Potential ID (Low Confidence),SMTP-33,C29H41NO9,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,
FT_387.15488_11.947_RPPOS,Potential ID (Low Confidence),Speradine D,C20H22N2O6,Organoheterocyclic compounds,Isoindoles and derivatives,Isoindolines,
FT_217.04943_14.681_RPPOS,Potential ID (Low Confidence),sphondin,C12H8O4,Phenylpropanoids and polyketides,Coumarins and derivatives,Furanocoumarins,
FT_513.32067_18.482_RPPOS,Potential ID (Low Confidence),Spongiporic acid A,C31H44O6,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,
FT_513.32077_18.032_RPPOS,Potential ID (Low Confidence),Spongiporic acid A,C31H44O6,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,
FT_317.21234_1.151_HNEG,Potential ID (Low Confidence),steviol,C20 H30 O3,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,
FT_461.32594_16.782_RPPOS,Potential ID (Low Confidence),Stoloniferone G,C28H44O5,Lipids and lipid-like molecules,Steroids and steroid derivatives,Ergostane steroids,
FT_482.17218_15.544_RPPOS,Potential ID (Low Confidence),Streptocarbazole A,C28H23N3O5,Organoheterocyclic compounds,Indoles and derivatives,Carbazoles,
FT_505.31566_20.602_RPPOS,Potential ID (Low Confidence),Suberoretisteroid D,C29H44O7,,,,
FT_505.31577_20.473_RPPOS,Potential ID (Low Confidence),Suberoretisteroid D,C29H44O7,,,,
FT_101.02322_3.737_RPPOS,Potential ID (Low Confidence),Succinic anhydride,C4H4O3,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,
FT_271.05985_10.991_RPPOS,Potential ID (Low Confidence),Sulfuretin,C15H10O5,Phenylpropanoids and polyketides,Aurone flavonoids,,
FT_271.05994_13.118_RPPOS,Potential ID (Low Confidence),Sulfuretin,C15H10O5,Phenylpropanoids and polyketides,Aurone flavonoids,,
FT_271.05995_13.544_RPPOS,Potential ID (Low Confidence),Sulfuretin,C15H10O5,Phenylpropanoids and polyketides,Aurone flavonoids,,
FT_213.08683_6.677_RPPOS,Potential ID (Low Confidence),Surugapyrrole A,C9H12N2O4,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_355.19018_20.57_RPPOS,Potential ID (Low Confidence),Tephrowatsin A,C22H26O4,Phenylpropanoids and polyketides,Flavonoids,Flavans,
